ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_CODIGO_ICFES,COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PUNT_MATEMATICAS,PERCENTIL_MATEMATICAS,DESEMP_MATEMATICAS,PUNT_C_NATURALES,PERCENTIL_C_NATURALES,DESEMP_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_GLOBAL,PERCENTIL_GLOBAL,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION,ESTU_GENERACION-E
TI,COLOMBIA,F,10/24/2004 0:00,20204,SB11202040377834,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8,BARRANQUILLA,8001,Estrato 1,1 a 2,Dos,Primaria incompleta,Secundaria (Bachillerato) completa,Es vendedor o trabaja en atención al público,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,Si,Si,No,No,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Mejor,No leo por entretenimiento,Más de 3 horas,0,No,210617,1.08001E+11,INSTITUCION EDUCATIVA DISTRITAL JUAN ACOSTA SOLERA,MIXTO,OFICIAL,A,N,ACADÉMICO,1.08001E+11,INSTITUCION EDUCATIVA DISTRITAL JUAN ACOSTA SOLERA,S,URBANO,MAÑANA,8001,BARRANQUILLA,8,ATLANTICO,N,8001,BARRANQUILLA,ATLANTICO,8,45,25,2,38,14,2,30,3,1,38,23,1,55,82,A1,195,15,50.71606523,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,6/14/2002 0:00,20204,SB11202040031333,ESTUDIANTE,COLOMBIA,No,LA GUAJIRA,44,RIOHACHA,44001,Estrato 2,3 a 4,Tres,Educación profesional completa,Técnica o tecnológica completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,Si,Si,No,No,26 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Igual,Más de 2 horas,Más de 3 horas,0,No,446146,2.44001E+11,LIVIO REGINALDO FISCHIONE,MIXTO,OFICIAL,A,N,ACADÉMICO,2.44001E+11,LIVIO REGINALDO FISCHIONE,S,URBANO,TARDE,44001,RIOHACHA,44,LA GUAJIRA,N,44001,RIOHACHA,LA GUAJIRA,44,44,22,2,61,80,3,53,68,2,25,1,1,45,49,A-,228,38,61.62232838,3,2,PUBLICAR,NO
TI,COLOMBIA,F,5/18/2004 0:00,20204,SB11202040114101,ESTUDIANTE,COLOMBIA,No,SUCRE,70,SAN PEDRO,70717,Estrato 2,5 a 6,Dos,Educación profesional incompleta,Secundaria (Bachillerato) completa,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",Si,Si,No,No,No,No,Si,No,11 A 25 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,723296,1.70717E+11,I.E. SANTA ROSA DE LIMA,MIXTO,OFICIAL,A,N,TÉCNICO,1.70718E+11,ANTIGUA CUBANA,N,URBANO,MAÑANA,70717,SAN PEDRO,70,SUCRE,N,70717,SAN PEDRO,SUCRE,70,46,28,2,48,41,2,39,23,1,37,19,1,44,45,A-,213,26,46.15210283,2,2,PUBLICAR,GENERACION E - GRATUIDAD
CC,COLOMBIA,F,1/29/2001 0:00,20204,SB11202040505110,ESTUDIANTE,COLOMBIA,No,MAGDALENA,47,CIÉNAGA,47189,Estrato 1,3 a 4,Dos,Primaria incompleta,Primaria incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia",No,No,No,Si,No,No,Si,No,0 A 10 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,3 a 5 veces por semana,Igual,30 minutos o menos,Entre 30 y 60 minutos,0,No,40907,1.47189E+11,IE MANUEL J. DEL CASTILLO,MIXTO,OFICIAL,A,N,ACADÉMICO,1.47189E+11,IE MANUEL J. DEL CASTILLO,S,URBANO,MAÑANA,47189,CIÉNAGA,47,MAGDALENA,N,47189,CIÉNAGA,MAGDALENA,47,52,50,3,30,3,1,44,36,2,40,27,1,34,7,A-,205,21,38.83679524,1,2,PUBLICAR,NO
TI,COLOMBIA,F,5/12/2003 0:00,20204,SB11202040566810,ESTUDIANTE,COLOMBIA,No,VALLE,76,CALI,76001,Estrato 3,5 a 6,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,No sabe,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Si,Si,No,Si,Si,No,No,Si,0 A 10 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,Todos o casi todos los días,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,662619,3.76001E+11,LIC COMERCIAL LA MILAGROSA,MIXTO,NO OFICIAL,A,S,TÉCNICO/ACADÉMICO,3.76001E+11,LIC COMERCIAL LA MILAGROSA,S,URBANO,NOCHE,76001,CALI,76,VALLE,N,76001,CALI,VALLE,76,57,67,3,43,26,2,40,26,1,42,35,2,42,35,A-,226,36,52.45386501,3,3,PUBLICAR,NO
TI,COLOMBIA,F,3/3/2004 0:00,20204,SB11202040104473,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,LA MESA,25386,Estrato 2,5 a 6,Cinco,Primaria incompleta,Secundaria (Bachillerato) completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Si,Si,Si,Si,Si,Si,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,115121,3.25386E+11,INSTITUCION EDUCATIVA DEPARTAMENTAL SABIO MUTIS,MIXTO,OFICIAL,A,N,ACADÉMICO,3.25386E+11,INSTITUCION EDUCATIVA DEPARTAMENTAL SABIO MUTIS,S,URBANO,MAÑANA,25386,LA MESA,25,CUNDINAMARCA,N,25386,LA MESA,CUNDINAMARCA,25,44,22,2,40,18,2,46,45,2,43,38,2,39,25,A-,215,27,54.42408255,3,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,2/22/2003 0:00,20204,SB11202040422526,ESTUDIANTE,COLOMBIA,No,SANTANDER,68,FLORIDABLANCA,68276,Estrato 3,3 a 4,Cinco,Postgrado,Postgrado,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,Si,Si,Si,Si,No,Si,MÁS DE 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,Nunca o rara vez comemos eso,Mejor,No leo por entretenimiento,Entre 30 y 60 minutos,0,No,114637,3.68276E+11,COL CAMPESTRE GOYAVIER,MIXTO,NO OFICIAL,A,N,TÉCNICO,3.68276E+11,COL CAMPESTRE GOYAVIER,S,URBANO,COMPLETA,68276,FLORIDABLANCA,68,SANTANDER,N,68276,FLORIDABLANCA,SANTANDER,68,35,5,1,30,4,1,31,4,1,26,2,1,53,77,A1,161,2,78.849362,4,4,PUBLICAR,NO
TI,COLOMBIA,M,4/15/2004 0:00,20204,SB11202040492703,ESTUDIANTE,COLOMBIA,No,LA GUAJIRA,44,HATONUEVO,44378,Estrato 1,1 a 2,Uno,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja en el hogar, no trabaja o estudia",No,No,No,Si,No,No,No,No,11 A 25 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,30 minutos o menos,No Navega Internet,Menos de 10 horas,No,47530,2.44078E+11,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,MIXTO,OFICIAL,A,N,ACADÉMICO,2.44078E+11,INSTITUCIÀN EDUCATIVA NUESTRA SE¥ORA DEL CARMEN,S,URBANO,MAÑANA,44378,HATONUEVO,44,LA GUAJIRA,N,44279,FONSECA,LA GUAJIRA,44,49,37,2,60,77,3,59,84,3,53,65,2,39,25,A-,270,68,45.52342044,2,2,PUBLICAR,NO
TI,COLOMBIA,M,9/26/2002 0:00,20204,SB11202040117922,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 4,5 a 6,Tres,Primaria incompleta,Secundaria (Bachillerato) completa,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Es vendedor o trabaja en atención al público,Si,Si,Si,Si,Si,No,Si,Si,11 A 25 LIBROS,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Mejor,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,218966,1.11848E+11,COLEGIO CRISTOBAL COLON (IED),MIXTO,OFICIAL,A,N,ACADÉMICO,1.11848E+11,COL DIST CRISTOBAL COLON (SERVITA),S,URBANO,UNICA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,59,75,3,67,92,3,60,86,3,59,81,3,47,58,A-,301,85,56.92999447,3,3,PUBLICAR,NO
TI,COLOMBIA,F,3/6/2004 0:00,20204,SB11202040046091,ESTUDIANTE,COLOMBIA,No,VALLE,76,CALI,76001,Estrato 1,3 a 4,Dos,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia",Si,No,No,No,No,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Peor,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,31294,1.76001E+11,INSTITUCION EDUCATIVA JOSE HOLGUIN GARCES,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.76001E+11,INSTITUCION EDUCATIVA  JOSE HOLGUIN GARCES - SEDE PRINCIPAL,S,URBANO,MAÑANA,76001,CALI,76,VALLE,N,76001,CALI,VALLE,76,60,78,3,54,61,3,51,60,2,57,75,3,57,84,A1,278,73,43.66890381,2,2,PUBLICAR,NO
TI,COLOMBIA,F,9/21/2002 0:00,20204,SB11202040337154,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13,CANTAGALLO,13160,Estrato 2,1 a 2,Dos,Primaria completa,Primaria incompleta,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia",Si,No,Si,No,No,No,Si,No,0 A 10 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Igual,Más de 2 horas,Más de 3 horas,Menos de 10 horas,"Si, en efectivo",61713,2.1367E+11,I.E.T.I. Y AGROPECUARIA JOSE MARIA CUELLAR DIAZ,MIXTO,OFICIAL,A,N,TÉCNICO,2.1367E+11,I.E.T.I. Y AGROPECUARIA JOSE MARIA CUELLAR DIAZ - SEDE PRINCIPAL,S,URBANO,MAÑANA,13160,CANTAGALLO,13,BOLIVAR,N,13670,SAN PABLO,BOLIVAR,13,49,39,2,50,45,2,53,67,2,44,41,2,40,30,A-,242,47,42.47535781,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,9/17/2002 0:00,20204,SB11202040229283,ESTUDIANTE,COLOMBIA,No,NARIÑO,52,SAN PEDRO DE CARTAGO,52694,Estrato 1,3 a 4,Tres,Primaria incompleta,Primaria incompleta,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",No,No,No,No,No,No,No,No,0 A 10 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Peor,30 minutos o menos,30 minutos o menos,0,No,119917,2.52051E+11,INSTITUCION EDUCATIVA SAN PEDRO DE CARTAGO,MIXTO,OFICIAL,A,,ACADÉMICO,2.52051E+11,SEDE 1 INSTITUCIÓN EDUCATIVA SAN PEDRO DE CARTAGO,S,URBANO,MAÑANA,52694,SAN PEDRO DE CARTAGO,52,NARIÑO,N,52399,LA UNIÓN,NARIÑO,52,42,16,2,42,23,2,28,2,1,30,4,1,33,6,A-,177,6,34.59765779,1,1,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,8/7/2003 0:00,20204,SB11202040393611,ESTUDIANTE,COLOMBIA,Si,CORDOBA,23,TUCHÍN,23815,Estrato 1,7 a 8,Uno,Ninguno,Ninguno,"Es agricultor, pesquero o jornalero","Es agricultor, pesquero o jornalero",No,No,No,No,No,No,No,No,0 A 10 LIBROS,Nunca o rara vez comemos eso,1 o 2 veces por semana,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,Entre 1 y 3 horas,Menos de 10 horas,No,398461,2.2367E+11,INSTITUCION EDUCATIVA CRUZ CHIQUITA,MIXTO,OFICIAL,A,,ACADÉMICO,2.2367E+11,CENTRO EDUCATIVO CRUZ CQUITA,S,RURAL,MAÑANA,23815,TUCHÍN,23,CORDOBA,N,23670,SAN ANDRÉS DE SOTAVENTO,CORDOBA,23,33,3,1,44,28,2,39,22,1,41,31,2,30,2,A-,193,13,19.07482832,1,1,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,5/17/2004 0:00,20204,SB11202040083224,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 3,3 a 4,Tres,Educación profesional completa,Secundaria (Bachillerato) completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,Si,Si,Si,No,No,Si,MÁS DE 100 LIBROS,Todos o casi todos los días,Todos o casi todos los días,,Igual,30 minutos o menos,Más de 3 horas,0,No,164640,3.11001E+11,LIC  PIÑEROS CORTES,MIXTO,NO OFICIAL,A,,ACADÉMICO,3.11001E+11,LIC  PIÑEROS CORTES,S,URBANO,COMPLETA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,53,54,3,46,33,2,44,36,2,50,58,2,42,36,A-,239,45,68.12529515,4,3,PUBLICAR,NO
TI,COLOMBIA,F,2/9/2004 0:00,20204,SB11202040002555,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8,SOLEDAD,8758,Estrato 2,7 a 8,Tres,Educación profesional completa,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Si,Si,Si,Si,Si,No,No,No,MÁS DE 100 LIBROS,Todos o casi todos los días,3 a 5 veces por semana,Todos o casi todos los días,Igual,Entre 1 y 2 horas,Entre 1 y 3 horas,0,No,109041,1.08001E+11,INSTITUCION EDUCATIVA DISTRITAL DE FORMACION INTEGRAL,FEMENINO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.08001E+11,INSTITUCION EDUCATIVA DISTRITAL DE FORMACION INTEGRAL - SEDE PRINCIPAL,S,URBANO,MAÑANA,8001,BARRANQUILLA,8,ATLANTICO,N,8001,BARRANQUILLA,ATLANTICO,8,100,100,4,76,99,4,74,100,4,66,93,3,59,87,A2,387,100,69.61863286,4,3,PUBLICAR,NO
TI,COLOMBIA,M,1/1/2004 0:00,20204,SB11202040548476,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13,SAN PABLO,13670,Estrato 3,3 a 4,Tres,Educación profesional incompleta,Educación profesional completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Si,Si,Si,Si,Si,No,Si,Si,26 A 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los días,Todos o casi todos los días,Igual,Entre 1 y 2 horas,Entre 30 y 60 minutos,Entre 11 y 20 horas,"Si, en efectivo",40410,3.1367E+11,I.E.T. COMERCIAL DE SAN PABLO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,3.1367E+11,I.E.T.C. DE SAN PABLO - SEDE PRINCIPAL,S,URBANO,MAÑANA,13670,SAN PABLO,13,BOLIVAR,N,13670,SAN PABLO,BOLIVAR,13,45,26,2,44,28,2,42,29,2,36,18,1,43,41,A-,209,24,65.61041835,4,2,PUBLICAR,NO
TI,COLOMBIA,M,7/1/2004 0:00,20204,SB11202040416965,ESTUDIANTE,COLOMBIA,No,RISARALDA,66,PEREIRA,66001,,,,,,,,,,,,,,,,,,,,,,,,,162875,1.66001E+11,I.E. HUGO ÁNGEL JARAMILLO,MIXTO,OFICIAL,A,S,ACADÉMICO,1.66001E+11,I.E. HUGO ÁNGEL JARAMILLO - SEDE PRINCIPAL,S,URBANO,COMPLETA,66001,PEREIRA,66,RISARALDA,N,66001,PEREIRA,RISARALDA,66,58,72,3,64,86,3,46,44,2,54,68,2,65,92,A2,281,75,,,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,1/7/2002 0:00,20204,SB11202040041543,ESTUDIANTE,COLOMBIA,No,CORDOBA,23,MONTERÍA,23001,Estrato 2,7 a 8,Dos,Primaria incompleta,Primaria incompleta,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",No,Si,No,Si,No,No,Si,No,0 A 10 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,Entre 30 y 60 minutos,Entre 30 y 60 minutos,Más de 30 horas,"Si, en efectivo",155127,2.23001E+11,IE GUATEQUE,MIXTO,OFICIAL,A,N,ACADÉMICO,2.23001E+11,IE GUATEQUE,S,RURAL,MAÑANA,23001,MONTERÍA,23,CORDOBA,N,23001,MONTERÍA,CORDOBA,23,56,65,3,57,68,3,53,68,2,39,26,1,42,38,A-,253,56,35.13948637,1,1,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,9/19/2003 0:00,20204,SB11202040083173,ESTUDIANTE,COLOMBIA,No,CASANARE,85,TAURAMENA,85410,Estrato 1,5 a 6,Tres,Educación profesional completa,Educación profesional completa,"Es agricultor, pesquero o jornalero","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",No,Si,No,Si,No,Si,Si,No,0 A 10 LIBROS,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,No leo por entretenimiento,Más de 3 horas,Menos de 10 horas,"Si, en efectivo y especie",147538,1.8541E+11,I.E. DEL LLANO,MIXTO,OFICIAL,A,N,ACADÉMICO,1.8541E+11,I.E. DEL LLANO - SEDE PRINCIPAL,S,URBANO,MAÑANA,85410,TAURAMENA,85,CASANARE,N,85410,TAURAMENA,CASANARE,85,37,7,2,61,80,3,41,28,2,26,2,1,41,32,A-,206,22,48.09593706,2,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,9/15/2003 0:00,20204,SB11202040156804,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25,CAJICÁ,25126,Estrato 2,3 a 4,Tres,Postgrado,Educación profesional completa,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,Si,Si,Si,Si,No,No,26 A 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Peor,Entre 30 y 60 minutos,Más de 3 horas,0,No,103465,4.25126E+11,GIMNASIO VIRTUAL SAN FRANCISCO JAVIER,MIXTO,NO OFICIAL,A,N,ACADÉMICO,4.25126E+11,GIM VIRTUAL SAN FRANCISCO,S,RURAL,COMPLETA,25126,CAJICÁ,25,CUNDINAMARCA,N,25126,CAJICÁ,CUNDINAMARCA,25,57,67,3,62,82,3,59,85,3,49,55,2,66,93,A2,287,78,70.0120074,4,4,PUBLICAR,NO
TI,COLOMBIA,F,6/19/2004 0:00,20204,SB11202040085334,ESTUDIANTE,COLOMBIA,No,META,50,VILLAVICENCIO,50001,Estrato 1,3 a 4,Tres,Educación profesional completa,Secundaria (Bachillerato) completa,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Si,Si,No,Si,No,No,Si,No,11 A 25 LIBROS,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Igual,30 minutos o menos,Más de 3 horas,0,No,246744,1.50001E+11,UNIDAD EDUCATIVA ARNULFO BRICE¿O CONTRERAS,MIXTO,OFICIAL,A,,TÉCNICO/ACADÉMICO,1.50001E+11,ESCUELA LAS GAVIOTAS,N,URBANO,MAÑANA,50001,VILLAVICENCIO,50,META,N,50001,VILLAVICENCIO,META,50,63,85,3,67,93,3,47,49,2,57,75,3,40,30,A-,285,77,55.6954863,3,2,PUBLICAR,NO
TI,COLOMBIA,M,9/7/2003 0:00,20204,SB11202040461114,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11,BOGOTÁ D.C.,11001,Estrato 1,9 o más,Seis o mas,Primaria completa,Primaria incompleta,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,No,No,No,No,11 A 25 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Igual,No leo por entretenimiento,30 minutos o menos,0,No,85365,3.11001E+11,INST SAN PABLO APOSTOL,MIXTO,NO OFICIAL,A,N,ACADÉMICO,3.11001E+11,INST SAN PABLO APOSTOL,S,URBANO,COMPLETA,11001,BOGOTÁ D.C.,11,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,49,37,2,58,74,3,56,76,3,49,55,2,42,38,A-,261,61,47.61132024,2,3,PUBLICAR,NO
TI,COLOMBIA,F,9/12/2003 0:00,20204,SB11202040093048,ESTUDIANTE,COLOMBIA,No,VALLE,76,CALI,76001,Estrato 3,3 a 4,Dos,Técnica o tecnológica completa,Técnica o tecnológica incompleta,Es vendedor o trabaja en atención al público,"Trabaja en el hogar, no trabaja o estudia",Si,Si,Si,Si,Si,No,Si,No,11 A 25 LIBROS,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,Mejor,Más de 2 horas,Más de 3 horas,0,No,124131,1.76001E+11,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.76001E+11,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,S,URBANO,MAÑANA,76001,CALI,76,VALLE,N,76001,CALI,VALLE,76,58,70,3,56,67,3,39,20,1,56,73,3,45,49,A-,258,60,58.92061724,3,3,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,M,9/6/2003 0:00,20204,SB11202040317419,ESTUDIANTE,COLOMBIA,No,MAGDALENA,47,GUAMAL,47318,Estrato 1,1 a 2,Uno,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",No,No,No,No,No,No,No,No,0 A 10 LIBROS,Nunca o rara vez comemos eso,3 a 5 veces por semana,Nunca o rara vez comemos eso,Peor,No leo por entretenimiento,30 minutos o menos,Entre 11 y 20 horas,"Si, en especie",244962,1.47318E+11,I.E.D. NUESTRA SEÑORA DEL CARMEN,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,1.47318E+11,I.E.D. NUESTRA SEÑORA DEL CARMEN - SEDE PRINCIPAL,S,URBANO,MAÑANA,47318,GUAMAL,47,MAGDALENA,N,47318,GUAMAL,MAGDALENA,47,60,78,3,48,41,2,46,46,2,43,38,2,42,39,A-,243,49,36.68543948,1,2,PUBLICAR,GENERACION E - GRATUIDAD
TI,COLOMBIA,F,11/29/2002 0:00,20204,SB11202040565414,ESTUDIANTE,COLOMBIA,No,CORDOBA,23,LORICA,23417,Estrato 2,5 a 6,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Es vendedor o trabaja en atención al público,Es vendedor o trabaja en atención al público,No,Si,Si,Si,No,No,Si,No,11 A 25 LIBROS,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Mejor,Entre 30 y 60 minutos,Más de 3 horas,Entre 11 y 20 horas,No,145482,3.23672E+11,INST RAFAEL LORDUY ROMERO,MIXTO,NO OFICIAL,A,,ACADÉMICO,3.23672E+11,INST RAFAEL LORDUY ROMERO - SEDE PRINCIPAL,S,URBANO,SABATINA,23672,SAN ANTERO,23,CORDOBA,N,23417,LORICA,CORDOBA,23,37,8,2,33,6,1,35,11,1,33,9,1,42,39,A-,175,5,47.68284983,2,2,PUBLICAR,GENERACION E - GRATUIDAD
